Probability,Distance(mi),Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Bump,Crossing,Roundabout,Stop,Traffic_Signal,Accident_year,Accident_month,Accident_hour
0.54,0.636,82.4,63.99413146,70,30.42,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.51,0.6,82.4,63.99413146,74,30.11,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.52,0.003,78.8,63.99413146,54,30.09,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.65,0.637,78.8,63.99413146,47,30.08,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.34,0.16,90,63.99413146,57,30.08,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.38,0.299,82,63.99413146,58,30.1,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.39,0.299,82,63.99413146,58,30.1,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.72,2.588,87.1,63.99413146,57,30.11,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.29,0.591,80.1,63.99413146,67,30.03,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.29,0.591,80.1,63.99413146,67,30.03,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.43,0.434,82,63.99413146,56,30.09,10,9.2,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,13
0.25,0.434,82,63.99413146,56,30.09,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.43,0.076,82,63.99413146,56,30.09,10,9.2,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,13
0.41,0.076,82,63.99413146,56,30.09,10,9.2,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,13
0.67,1.287,86,63.99413146,62,30.08,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.57,0.599,87.1,63.99413146,61,30.12,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.3,0.083,93,63.99413146,47,30.07,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.49,1.555,93.2,63.99413146,49,30.14,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.64,0.666,87.8,63.99413146,70,30.08,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.26,1.609,81,63.99413146,72,30.09,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.39,1.609,81,63.99413146,72,30.09,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.5,2.7,84.9,63.99413146,72,30.06,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.49,0.023,87.8,63.99413146,75,30.07,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.66,0.454,88,63.99413146,55,30.05,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.54,0.178,84.9,63.99413146,51,30.04,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.6,0.361,87.1,63.99413146,55,30.05,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.34,0.212,87.1,63.99413146,48,30.06,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.55,0,79,63.99413146,58,30.01,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.62,0,86,63.99413146,49,30.03,10,4.6,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,15
0.31,0.418,90,63.99413146,59,30.05,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.55,0.561,89.1,63.99413146,45,30.04,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.61,0.621,90,63.99413146,52,30.05,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.69,0.928,86,63.99413146,57,30.04,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.4,0,80.1,63.99413146,56,30.06,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.71,0.5,86,63.99413146,44,30.09,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.66,0.012,81,63.99413146,82,30.06,10,17.3,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,17
0.58,0.006,82.9,63.99413146,58,30.02,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.62,0.264,86,63.99413146,57,30.04,10,6.9,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.74,0.014,86,63.99413146,51,30.03,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.6,0,79,63.99413146,58,30,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.53,0.05,79,63.99413146,58,30,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.6,0.595,80.6,63.99413146,89,30.07,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.58,0,79,63.99413146,58,30,10,8.1,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,16
0.51,0,86,63.99413146,51,30.03,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.43,0.109,88.2,63.99413146,60,30.08,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.64,0.609,80.6,63.99413146,89,30.07,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.39,0.019,89.6,63.99413146,49,30.1,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,18
0.7,0.546,84.2,63.99413146,79,30.08,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.67,0,79,63.99413146,58,30,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.65,0,79,63.99413146,58,30,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.68,0.208,87.1,63.99413146,44,30.01,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.31,1.895,86,63.99413146,48,30.04,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.67,0.195,84.9,63.99413146,51,30.01,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.56,0,82.9,63.99413146,67,30.05,10,13.8,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,18
0.46,0.644,91,63.99413146,45,29.73,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.75,0.001,89.1,63.99413146,34,29.99,10,4.6,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,17
0.74,0,78.1,63.99413146,56,30,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,17
0.62,0.366,84.9,63.99413146,59,30.04,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.31,2.875,84.9,63.99413146,67,30.02,8,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.7,0.243,84.9,63.99413146,51,30.01,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.48,0.005,77.50214172,63.99413146,64.69286853,29.91164623,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.45,2.325,84.9,63.99413146,67,30.02,8,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.51,0.621,75.9,63.99413146,87,30.04,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.57,0.542,84.9,63.99413146,51,30.01,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.55,0.242,84.9,63.99413146,51,30.01,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.5,0,78.1,63.99413146,56,30,10,10.4,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,18
0.51,0.452,78.1,63.99413146,56,30,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.66,0.699,84,63.99413146,47,30.09,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.48,0.855,79,63.99413146,60,30.06,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.66,1.02,72,63.99413146,97,30.09,0.8,24.2,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.5,0.924,72,63.99413146,97,30.09,0.8,24.2,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.3,0.166,84,63.99413146,56,30.05,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.61,2.619,78.8,63.99413146,69,30.04,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.7,0,78.1,63.99413146,84,30.03,9,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.68,0.444,82,63.99413146,51,30.01,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.7,0.143,82,63.99413146,51,30.01,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.25,8.733,69.1,63.99413146,87,30.11,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.74,0.497,81,63.99413146,52,30.02,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.71,0.254,80.1,63.99413146,54,30.02,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.37,0.298,73.9,63.99413146,97,30.08,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.27,0.575,75.9,63.99413146,94,30.06,10,11.5,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,0
0.65,1.187,75.9,63.99413146,87,30.07,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.37,1.515,77,63.99413146,69,30.03,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.46,0.024,71.1,63.99413146,96,30.15,9,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.43,0.256,71.1,63.99413146,96,30.15,9,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,1
0.46,1.806,73,63.99413146,90,30.08,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.3,1.231,68,63.99413146,88,30.16,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.35,1.316,68,63.99413146,88,30.16,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.61,0.579,73,63.99413146,81,30.04,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.35,1.422,68,63.99413146,88,30.16,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.69,1.021,70,63.99413146,90,30.07,6,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.58,0.477,66.2,63.99413146,94,30.06,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.74,0.403,75.9,63.99413146,94,30.08,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.71,0.388,75.9,63.99413146,94,30.08,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.53,0.327,75.9,63.99413146,97,30.06,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.46,4.065,61.7,63.99413146,99,30.22,0.2,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.39,4.065,61.7,63.99413146,99,30.22,0.2,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.49,0.853,77,63.99413146,82,30.03,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.39,0.853,66.9,63.99413146,93,30.07,3,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.68,5.152,75.9,63.99413146,94,30.06,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.49,1.057,75.9,63.99413146,91,30.05,6,3.5,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,7
0.28,1.057,75.9,63.99413146,91,30.05,6,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,7
0.53,0.388,81,63.99413146,91,30.1,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.6,0.403,81,63.99413146,91,30.1,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.33,0.811,75.2,63.99413146,89,30.07,10,3.5,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,8
0.58,3.562,81,63.99413146,91,30.09,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.3,3.715,65.3,63.99413146,98,30.18,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.66,2.821,81,63.99413146,91,30.09,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.39,0.63,78.8,63.99413146,71,30.11,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.41,0.63,78.8,63.99413146,71,30.11,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.53,0.388,86,63.99413146,74,30.12,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.29,0.088,73.4,63.99413146,94,30.1,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.72,0.403,86,63.99413146,74,30.12,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.5,0.007,86,63.99413146,59,30.07,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,9
0.34,0.872,77,63.99413146,71,30.09,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.7,0.604,80.6,63.99413146,70,30.13,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.55,0.872,77,63.99413146,71,30.09,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.43,4.274,82.4,63.99413146,84,30.14,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.57,1.692,82,63.99413146,56,30.08,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.61,7.704,82,63.99413146,60,30.12,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.69,0.631,80.1,63.99413146,67,30.07,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.47,0.447,82.9,63.99413146,69,30.04,9,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.34,0.63,78.1,63.99413146,68,30.09,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.49,1.315,80.1,63.99413146,67,30.03,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.34,0.007,87.1,63.99413146,61,30.07,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,10
0.31,3.443,91.4,63.99413146,60,30.12,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.33,1.385,90,63.99413146,58,30.16,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.27,1.373,90,63.99413146,58,30.16,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.48,1.065,82,63.99413146,52,30.14,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.52,1.014,84.9,63.99413146,61,30.07,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.41,0.506,84.7,63.99413146,68,30.11,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.34,1.176,84,63.99413146,65,30.11,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.41,1.176,84,63.99413146,65,30.11,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.6,2.914,86,63.99413146,63,30.06,9,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.34,0.054,91.9,63.99413146,47,30.06,10,5.8,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,12
0.39,0.054,91.9,63.99413146,47,30.06,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.28,0.079,91.9,63.99413146,35,30.01,10,5.8,0.079661972,FALSE,TRUE,FALSE,TRUE,FALSE,2017,7,13
0.42,0.079,91.9,63.99413146,35,30.01,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.62,1.135,87.4,63.99413146,42,30.2,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.26,6.673,82.4,63.99413146,94,30.1,3,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.45,6.635,87.8,63.99413146,66,30.1,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.44,0.247,88,63.99413146,61,30.09,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.41,6.635,87.8,63.99413146,66,30.1,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.35,0.529,93.2,63.99413146,36,30.42,10,9.2,9.99,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.48,0.745,89.8,63.99413146,53,30.11,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.25,0.757,89.8,63.99413146,53,30.11,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.57,0,91.9,63.99413146,47,30.07,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.62,2.542,90.3,63.99413146,42,30.06,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.69,0.36,91.9,63.99413146,39,30.02,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.53,0.937,87.1,63.99413146,63,30.07,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.57,0.379,89.1,63.99413146,45,30.04,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.62,0.158,84.9,63.99413146,61,30.07,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.51,0.393,84.4,63.99413146,60,30.08,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.37,0,89.1,63.99413146,53,30.07,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.75,0.819,93.9,63.99413146,46,30.07,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.67,0.483,82,63.99413146,65,30.03,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.53,0.123,78.1,63.99413146,81,30.07,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.28,0.02,93,63.99413146,44,29.97,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.51,0,75.9,63.99413146,76,30.04,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.74,0.488,84,63.99413146,61,30.05,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.59,0,75.9,63.99413146,76,30.04,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.73,2.851,87.1,63.99413146,59,30.05,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.64,0.233,88,63.99413146,65,30.05,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.43,0.597,70,63.99413146,93,30.11,5,10.4,0.11,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.51,2.851,87.1,63.99413146,59,30.05,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.73,0,78.1,63.99413146,81,30.07,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,17
0.53,0,75,63.99413146,73,30.02,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,17
0.61,0.342,82,63.99413146,65,30.02,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.66,1.703,91,63.99413146,47,29.96,10,8.1,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.57,0,82.9,63.99413146,77,30.03,9,6.9,0,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,18
0.6,0.488,82.9,63.99413146,63,30.04,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.58,1.571,88,63.99413146,51,30.06,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.51,0.734,84,63.99413146,65,30.01,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.42,1.797,78.1,63.99413146,76,29.95,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.48,1.797,78.1,63.99413146,76,29.95,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.71,0.879,84,63.99413146,65,30.01,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.54,0,87.1,63.99413146,51,30.04,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.44,0.105,89.1,63.99413146,60,30,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.43,0.348,84.9,63.99413146,69,30,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.48,0.456,84.9,63.99413146,69,30,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.52,0,82.9,63.99413146,58,30.04,7,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.25,0,80.1,63.99413146,62,30.06,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.27,0.26,75,63.99413146,87,30.06,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.42,0.801,75,63.99413146,87,30.06,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.39,3.807,75.9,63.99413146,97,30.12,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.7,0.574,75,63.99413146,87,30.16,7,19.6,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.5,0.441,78.8,63.99413146,74,30.07,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.7,0.463,73,63.99413146,81,30.08,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.7,0.56,67.3,63.99413146,96,30.15,10,7.849917628,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.52,0,86,63.99413146,61,29.97,10,3.5,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,22
0.69,1.683,77,63.99413146,74,29.98,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.73,0.461,70,63.99413146,87,30.09,6,4.6,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.55,0.237,72,63.99413146,87,30.1,4,8.1,0.14,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.37,0.89,80.1,63.99413146,62,30.08,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.5,0.257,72,63.99413146,84,30.04,10,8.1,0.15,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.43,0.004,77,63.99413146,71,30.09,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.3,0.346,72,63.99413146,87,30.06,10,3.5,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.33,0.004,77,63.99413146,71,30.09,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.37,1.449,78.8,63.99413146,74,30.15,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,0
0.52,4.776,73.4,63.99413146,100,30.14,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.6,4.773,73.4,63.99413146,100,30.14,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.35,1.42,79,63.99413146,97,30.08,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.66,0.365,75,63.99413146,100,30.08,9,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.54,0.319,81,63.99413146,82,30,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.65,0.573,80.6,63.99413146,74,30.42,10,4.6,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,3
0.27,0.458,84.9,63.99413146,69,30,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
